"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.851073,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.79251,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.563322,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.638793,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.178131,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.888549000000005,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.797393,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.507477000000002,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.749998000000001,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.387388,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.567719,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.733244,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.0254820000000002,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.437315,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.876951,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.249327999999998,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.00643900000000031,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.539245999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-2.317321,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.211731,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.191099,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.23172,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.184417,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.768095,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.408448,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.541869,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.037779,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.444854999999997,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.665771999999997,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.442138999999997,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.105102000000002,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.507140999999997,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.303372999999997,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.242340000000002,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.173095999999997,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.999175999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.263763,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.0127260000000007,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.609983000000003,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.852386000000003,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.374907999999998,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.559906000000005,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.826751000000002,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.715392999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.042296,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.922149999999998,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.685912999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.051391,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.761322,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.932435000000002,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.973905,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.786773000000004,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.137665,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.0548090000000059,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.211151,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.363373,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.358153999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.047455,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.592742999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.126311999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.186156999999998,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.0272210000000008,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.763244999999998,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.857755999999998,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.936643999999998,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.197936999999996,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/72005","","Aguadilla Municipio","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-2.29071,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
